fighter_url,Name,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Height_inches,Weight_lbs,Height (inches),Weight (lbs),Reach (in),Wins,Losses,Draws,Age,STANCE_:Open Stance,STANCE_:Orthodox,STANCE_:Sideways,STANCE_:Southpaw,STANCE_:Switch,STANCE_Unknown
http://ufcstats.com/fighter-details/93fe7332d16c6ad9,Tom Aaron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,155.0,,155.0,,5,3,0,46.9,0,0,0,0,0,1
http://ufcstats.com/fighter-details/15df64c02b6b0fde,Danny Abbadi,3.29,0.38,4.41,0.57,0.0,0.0,0.77,0.0,71.0,155.0,71.0,155.0,,4,6,0,42.0,0,1,0,0,0,0
http://ufcstats.com/fighter-details/59a9d6dac61c2540,Nariman Abbasov,3.0,0.2,5.67,0.46,0.0,0.0,0.66,0.0,68.0,155.0,68.0,155.0,66.0,28,4,0,31.4,0,1,0,0,0,0
http://ufcstats.com/fighter-details/b361180739bed4b0,David Abbott,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0.0,72.0,265.0,72.0,265.0,,10,15,0,60.1,0,0,0,0,1,0
http://ufcstats.com/fighter-details/3329d692aea4dc28,Hamdy Abdelwahab,3.49,0.49,4.49,0.51,1.33,0.66,1.0,0.0,74.0,264.0,74.0,264.0,72.0,6,1,0,32.4,0,0,0,1,0,0
http://ufcstats.com/fighter-details/841695e02c99a521,Mansur Abdul-Malik,4.27,0.48,3.49,0.51,0.49,0.33,0.82,0.0,74.0,185.0,74.0,185.0,80.0,8,0,1,27.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil Abdurakhimov,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1,75.0,235.0,75.0,235.0,76.0,20,8,0,43.8,0,1,0,0,0,0
http://ufcstats.com/fighter-details/c0ed7b208197e8de,Hiroyuki Abe,1.71,0.36,3.11,0.63,0.0,0.0,0.33,0.0,66.0,145.0,66.0,145.0,,8,15,3,,0,1,0,0,0,0
http://ufcstats.com/fighter-details/5140122c3eecd307,Daichi Abe,3.8,0.33,4.49,0.56,0.33,0.5,0.0,0.0,71.0,170.0,71.0,170.0,71.0,6,2,0,33.6,0,1,0,0,0,0
http://ufcstats.com/fighter-details/c9f6385af6df66d7,Papy Abedi,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3,71.0,185.0,71.0,185.0,,10,4,0,47.0,0,0,0,1,0,0
http://ufcstats.com/fighter-details/aa6e591c2a2cdecd,Ricardo Abreu,3.79,0.31,3.98,0.68,2.13,0.42,1.0,0.7,71.0,185.0,71.0,185.0,,5,1,0,41.1,0,1,0,0,0,0
http://ufcstats.com/fighter-details/7279654c7674cd24,Klidson Abreu,2.05,0.4,2.9,0.55,0.64,0.2,0.8,0.0,72.0,205.0,72.0,205.0,74.0,15,4,0,32.5,0,1,0,0,0,0
http://ufcstats.com/fighter-details/f689bd7bbd14b392,Cyborg Abreu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0,44.5,0,0,0,0,0,1
http://ufcstats.com/fighter-details/1c5879330d42255f,Daniel Acacio,3.52,0.36,2.85,0.62,0.33,0.2,0.81,0.0,68.0,180.0,68.0,180.0,,30,18,0,47.5,0,1,0,0,0,0
http://ufcstats.com/fighter-details/989b85f6540c86b1,John Adajar,3.9,0.52,6.28,0.44,0.0,0.0,0.0,0.0,69.0,170.0,69.0,170.0,75.0,6,2,0,34.0,0,1,0,0,0,0
http://ufcstats.com/fighter-details/2620f3eb21c79614,Scott Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,225.0,72.0,225.0,,8,1,0,,0,0,0,1,0,0
http://ufcstats.com/fighter-details/83b00f7597e5ac83,Juan Adams,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0,77.0,265.0,77.0,265.0,80.0,5,3,0,33.4,0,1,0,0,0,0
http://ufcstats.com/fighter-details/a77633a989013265,Anthony Adams,3.17,0.41,5.93,0.44,0.0,0.0,0.0,0.0,73.0,185.0,73.0,185.0,76.0,8,2,0,37.4,0,1,0,0,0,0
http://ufcstats.com/fighter-details/79cb2a690b9ba5e8,Zarrukh Adashev,3.65,0.4,3.04,0.64,0.0,0.0,1.0,0.5,65.0,125.0,65.0,125.0,65.0,4,4,0,32.9,0,0,0,1,0,0
http://ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel Adesanya,4.02,0.48,3.2,0.55,0.05,0.11,0.76,0.1,76.0,185.0,76.0,185.0,80.0,24,5,0,35.9,0,0,0,0,1,0
http://ufcstats.com/fighter-details/0e9869d712e81f8f,Sam Adkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,225.0,75.0,225.0,,7,20,2,60.1,0,1,0,0,0,0
http://ufcstats.com/fighter-details/7a846fcbf182a7c8,Mohamed Ado,1.66,0.83,0.33,0.75,4.97,0.5,0.5,5.0,71.0,170.0,71.0,170.0,76.0,5,1,0,25.1,0,0,0,0,1,0
http://ufcstats.com/fighter-details/ebc5af72ad5a28cb,Nick Agallar,0.69,0.11,4.56,0.42,0.0,0.0,0.0,0.0,68.0,155.0,68.0,155.0,,24,6,0,46.4,0,1,0,0,0,0
http://ufcstats.com/fighter-details/a08ddd04eaffd81d,Mariya Agapova,4.43,0.54,3.62,0.52,0.55,0.66,0.45,0.8,66.0,125.0,66.0,125.0,68.0,10,5,0,28.2,0,0,0,1,0,0
http://ufcstats.com/fighter-details/26f4288e83188c61,Kantharaj Agasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,135.0,,135.0,,12,3,0,33.3,0,0,0,0,0,1
http://ufcstats.com/fighter-details/44aa652b181bcf68,Marcelo Aguiar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,170.0,70.0,170.0,,2,3,1,,0,1,0,0,0,0
http://ufcstats.com/fighter-details/501821d7fb7b95c1,Fabio Aguiar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,185.0,72.0,185.0,,17,1,0,37.3,0,0,0,0,0,1
http://ufcstats.com/fighter-details/6cadc0a0ba7dc015,Edwin Aguilar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,185.0,70.0,185.0,,26,19,0,,0,0,0,0,0,1
http://ufcstats.com/fighter-details/8f382b3baa954d2a,Jessica Aguilar,4.93,0.5,7.19,0.53,0.94,0.25,0.5,0.2,63.0,115.0,63.0,115.0,63.0,20,8,0,43.1,0,1,0,0,0,0
http://ufcstats.com/fighter-details/cf946e03ba2e7666,Kevin Aguilar,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0.0,67.0,155.0,67.0,155.0,73.0,17,5,0,36.8,0,1,0,0,0,0
http://ufcstats.com/fighter-details/c051c2e12d692b8a,Jesus Aguilar,1.73,0.45,1.1,0.59,1.83,0.35,0.4,1.8,64.0,125.0,64.0,125.0,62.0,11,3,0,29.3,0,1,0,0,0,0
http://ufcstats.com/fighter-details/ae071698e1a3ccd4,Christian Aguilera,2.54,0.37,4.04,0.48,0.0,0.0,0.6,0.0,69.0,170.0,69.0,170.0,72.0,14,8,0,33.6,0,0,0,0,1,0
http://ufcstats.com/fighter-details/0978385b2bd9ef9b,Nick Aguirre,0.73,0.33,2.89,0.45,1.16,0.2,0.33,0.6,69.0,135.0,69.0,135.0,74.0,7,2,0,29.4,0,0,0,1,0,0
http://ufcstats.com/fighter-details/b2efa582adf73604,Agulali,2.74,0.63,0.91,0.71,0.0,0.0,0.0,0.0,69.0,125.0,69.0,125.0,67.0,13,1,0,20.2,0,0,0,0,1,0
http://ufcstats.com/fighter-details/ff584c17bccbae0b,Ahejiang Ailinuer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,145.0,,145.0,,15,3,0,,0,0,0,0,0,1
http://ufcstats.com/fighter-details/9e3dbb9c68ed5d1a,Mike Aina,2.87,0.33,6.33,0.59,0.0,0.0,0.71,0.0,69.0,155.0,69.0,155.0,,14,6,1,,0,1,0,0,0,0
http://ufcstats.com/fighter-details/49dea784f6cfed71,Ashiek Ajim,5.0,0.4,11.25,0.25,0.0,0.0,0.0,0.0,68.0,135.0,68.0,135.0,71.0,6,2,0,31.0,0,0,0,0,1,0
http://ufcstats.com/fighter-details/2eada40ac8801559,Hitomi Akano,0.59,0.45,2.58,0.55,0.0,0.0,0.08,0.5,64.0,135.0,64.0,135.0,,18,10,0,50.9,0,0,0,1,0,0
http://ufcstats.com/fighter-details/16690d100f995f8f,Omari Akhmedov,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2,72.0,185.0,72.0,185.0,73.0,21,6,1,37.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/b0550072e5f0afa7,Yoshihiro Akiyama,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0,70.0,170.0,70.0,170.0,75.0,14,6,0,49.9,0,1,0,0,0,0
http://ufcstats.com/fighter-details/1fc64507a0cb38cf,Rostem Akman,1.8,0.25,3.97,0.57,1.0,0.4,0.87,0.0,70.0,170.0,70.0,170.0,72.0,6,2,0,33.5,0,0,0,0,1,0
http://ufcstats.com/fighter-details/38b50fd1e1b5b656,Razak Al-Hassan,3.27,0.39,3.14,0.6,0.65,0.14,0.57,0.0,74.0,205.0,74.0,205.0,,13,5,0,43.1,0,1,0,0,0,0
http://ufcstats.com/fighter-details/597499ac7a5aac62,Abdul-Kareem Al-Selwady,4.14,0.34,3.6,0.59,2.32,0.3,0.2,0.0,68.0,155.0,68.0,155.0,69.0,15,4,0,30.2,0,1,0,0,0,0
http://ufcstats.com/fighter-details/1cf1310684a841f5,Mostapha Al-Turk,1.36,0.19,3.61,0.53,0.0,0.0,0.0,0.0,74.0,245.0,74.0,245.0,77.0,6,6,0,51.9,0,1,0,0,0,0
http://ufcstats.com/fighter-details/7578cc6bd750206b,Herdem Alacabek,3.84,0.65,6.66,0.23,2.06,0.5,0.42,0.0,74.0,205.0,74.0,205.0,75.0,5,1,0,34.0,0,1,0,0,0,0
http://ufcstats.com/fighter-details/2144954270be834d,Javi Alanis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,135.0,66.0,135.0,,0,4,0,,0,0,0,0,0,1
http://ufcstats.com/fighter-details/1897b7b913736a7c,Alatengheili,2.82,0.32,5.12,0.57,1.74,0.43,0.75,0.0,65.0,135.0,65.0,135.0,66.0,17,10,2,33.5,0,1,0,0,0,0
http://ufcstats.com/fighter-details/6d35bf94f7d30241,Amir Albazi,2.72,0.34,3.71,0.61,1.39,0.32,0.5,0.5,65.0,125.0,65.0,125.0,68.0,17,2,0,31.6,0,1,0,0,0,0
http://ufcstats.com/fighter-details/9b28292abe3166d5,Brett Albee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,225.0,,225.0,,3,2,0,,0,0,0,0,0,1
http://ufcstats.com/fighter-details/7bd94b60d7521e4a,John Albert,3.05,0.49,2.82,0.35,0.0,0.0,0.5,6.1,68.0,135.0,68.0,135.0,68.0,6,5,0,38.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/c482c8605455a213,Junior Albini,3.98,0.51,6.08,0.52,1.54,0.37,1.0,0.0,75.0,264.0,75.0,264.0,74.0,14,6,0,34.3,0,1,0,0,0,0
http://ufcstats.com/fighter-details/184b955181bdef52,Wes Albritton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,188.0,70.0,188.0,,0,1,0,,0,1,0,0,0,0
http://ufcstats.com/fighter-details/e76d9f656ceb82ab,Aleksandra Albu,4.83,0.47,5.56,0.38,2.27,0.5,0.77,0.4,62.0,115.0,62.0,115.0,63.0,3,2,0,34.9,0,1,0,0,0,0
http://ufcstats.com/fighter-details/dd1b90eea08887f6,Israel Albuquerque,0.32,0.13,3.34,0.25,0.0,0.0,0.0,0.0,,185.0,,185.0,,0,3,0,,0,1,0,0,0,0
http://ufcstats.com/fighter-details/39f62b833e4cf126,Juan Alcain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,2,0,,0,0,0,0,0,1
http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,Iuri Alcantara,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,69.0,135.0,69.0,135.0,71.0,35,10,0,44.9,0,0,0,1,0,0
http://ufcstats.com/fighter-details/7c6e87729e824ef4,Ildemar Alcantara,1.93,0.38,2.63,0.5,2.0,0.68,0.81,0.9,74.0,185.0,74.0,185.0,78.0,21,11,0,42.6,0,1,0,0,0,0
http://ufcstats.com/fighter-details/1e38bba6738b7b10,Alfonso Alcarez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,145.0,63.0,145.0,,1,3,1,55.0,0,0,0,0,0,1
http://ufcstats.com/fighter-details/d26934530dc5b248,Gilbert Aldana,2.91,0.54,6.26,0.26,2.57,0.4,0.33,0.0,73.0,250.0,73.0,250.0,,6,2,0,47.8,0,1,0,0,0,0
http://ufcstats.com/fighter-details/578ef12674df1e6a,Irene Aldana,5.19,0.39,6.64,0.56,0.15,0.5,0.77,0.2,69.0,135.0,69.0,135.0,68.0,15,8,0,37.2,0,1,0,0,0,0
http://ufcstats.com/fighter-details/c487223b0289bda9,Hector Aldana,3.59,0.38,5.08,0.59,0.93,1.0,0.0,0.0,71.0,170.0,71.0,170.0,72.0,4,3,0,36.8,0,1,0,0,0,0
http://ufcstats.com/fighter-details/7460ddef986d3144,Jose Alday,3.13,0.44,3.13,0.58,0.0,0.0,0.57,0.0,67.0,135.0,67.0,135.0,68.0,14,6,1,33.8,0,1,0,0,0,0
http://ufcstats.com/fighter-details/d0f3959b4a9747e6,Jose Aldo,3.65,0.46,3.81,0.6,0.47,0.51,0.92,0.1,67.0,135.0,67.0,135.0,70.0,32,10,0,38.8,0,1,0,0,0,0
http://ufcstats.com/fighter-details/6fd953151d981979,JJ Aldrich,3.96,0.47,4.32,0.61,0.75,0.26,0.67,0.0,65.0,125.0,65.0,125.0,67.0,14,7,0,32.7,0,0,0,1,0,0
http://ufcstats.com/fighter-details/103e2e33a60683e1,Irina Alekseeva,4.01,0.39,5.03,0.46,0.47,0.2,0.66,0.5,68.0,135.0,68.0,135.0,67.0,5,3,0,35.0,0,1,0,0,0,0
http://ufcstats.com/fighter-details/d35298b6df168456,Talita Alencar,2.62,0.33,3.77,0.53,2.5,0.2,0.5,0.2,61.0,115.0,61.0,115.0,58.0,6,1,1,34.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/fe5a9547479396ab,Jim Alers,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3,69.0,145.0,69.0,145.0,71.0,13,3,0,38.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/7a15f3694c5cbc02,John Alessio,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,70.0,155.0,70.0,155.0,72.0,35,17,0,46.0,0,1,0,0,0,0
http://ufcstats.com/fighter-details/0541480fbf719d86,Houston Alexander,3.06,0.54,3.2,0.52,1.19,0.57,0.33,0.0,72.0,205.0,72.0,205.0,72.0,17,15,1,53.2,0,1,0,0,0,0
http://ufcstats.com/fighter-details/8fd76e1b49c00ae2,Kenneth Alexander,0.88,0.19,2.2,0.66,4.71,0.26,0.0,0.0,69.0,155.0,69.0,155.0,,7,6,0,47.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/11583163f45c7b31,Lucas Alexander,4.69,0.57,2.87,0.56,0.0,0.0,0.6,0.0,71.0,145.0,71.0,145.0,73.0,8,5,0,29.9,0,1,0,0,0,0
http://ufcstats.com/fighter-details/d53482bef23235ba,Marcio Alexandre Junior,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7,72.0,185.0,72.0,185.0,75.0,17,4,0,36.1,0,0,0,1,0,0
http://ufcstats.com/fighter-details/b757c73f443d4fca,Olaf Alfonso,1.65,0.38,4.77,0.53,0.37,0.07,0.22,0.7,74.0,170.0,74.0,170.0,,8,12,0,50.9,0,1,0,0,0,0
http://ufcstats.com/fighter-details/4b37a0bc2ab4cae1,Pablo Alfonso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,145.0,68.0,145.0,,9,7,0,42.1,0,0,0,0,0,1
http://ufcstats.com/fighter-details/41b34b7f11f6d085,Levi Alford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,7,0,,0,0,0,0,0,1
http://ufcstats.com/fighter-details/9abc648e76c4493a,Bill Algeo,5.88,0.51,4.38,0.47,1.03,0.5,0.55,0.1,72.0,145.0,72.0,145.0,73.0,18,9,0,36.0,0,0,0,0,1,0
http://ufcstats.com/fighter-details/669a3cb6e394f515,Royce Alger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,199.0,70.0,199.0,,3,2,0,,0,1,0,0,0,0
http://ufcstats.com/fighter-details/e17770faae3ca54c,Amir Aliakbari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,250.0,75.0,250.0,,10,1,0,41.0,0,0,0,0,0,1
http://ufcstats.com/fighter-details/e70de1859b7ee78e,Sultan Aliev,1.41,0.45,2.2,0.56,1.76,0.38,1.0,0.0,71.0,170.0,71.0,170.0,74.0,15,3,0,40.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,Nurullo Aliev,2.43,0.45,1.07,0.58,2.6,0.54,0.0,0.0,70.0,155.0,70.0,155.0,72.0,10,0,0,24.5,0,1,0,0,0,0
http://ufcstats.com/fighter-details/b07aed698fba8624,Ikram Aliskerov,7.76,0.62,5.78,0.41,1.14,0.33,1.0,1.1,72.0,185.0,72.0,185.0,76.0,16,2,0,32.5,0,0,0,1,0,0
http://ufcstats.com/fighter-details/6db394bf6c3b017c,Leon Aliu,6.32,0.5,10.11,0.38,0.0,0.0,0.0,0.0,72.0,185.0,72.0,185.0,74.0,10,2,0,35.9,0,1,0,0,0,0
http://ufcstats.com/fighter-details/6ebe96a116e79e52,John Allan,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8,73.0,205.0,73.0,205.0,75.0,13,7,0,32.3,0,1,0,0,0,0
http://ufcstats.com/fighter-details/1e13936d708bcff7,George Allen,0.8,0.38,3.1,0.43,0.0,0.0,0.5,0.0,74.0,205.0,74.0,205.0,,13,19,2,58.4,1,0,0,0,0,0
http://ufcstats.com/fighter-details/040a74bb0a465c54,Arnold Allen,3.45,0.41,2.88,0.61,0.93,0.47,0.75,0.3,68.0,145.0,68.0,145.0,70.0,20,3,0,31.4,0,0,0,1,0,0
http://ufcstats.com/fighter-details/2f181c0467965b98,Brendan Allen,3.85,0.53,3.96,0.47,1.65,0.41,0.56,1.2,74.0,185.0,74.0,185.0,75.0,25,7,0,29.5,0,1,0,0,0,0
http://ufcstats.com/fighter-details/adf9a901308fb8e3,Daniel Allen,7.6,0.51,5.87,0.53,2.0,0.66,1.0,0.0,72.0,155.0,72.0,155.0,75.0,5,0,0,32.9,0,0,0,1,0,0
http://ufcstats.com/fighter-details/c4fe2e9a06ea5bcb,Ben Alloway,1.28,0.49,1.9,0.59,0.62,0.5,0.26,0.0,71.0,170.0,71.0,170.0,76.0,18,8,0,44.3,0,1,0,0,0,0
http://ufcstats.com/fighter-details/8d3273573b85be09,Asu Almabayev,2.16,0.54,1.75,0.52,4.66,0.43,0.5,1.5,64.0,125.0,64.0,125.0,65.0,22,3,0,31.4,0,1,0,0,0,0
http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,Bekzat Almakhan,0.68,0.4,4.29,0.32,0.0,0.0,0.0,0.0,67.0,135.0,67.0,135.0,68.0,12,2,0,27.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/088aa1b19b2dc14a,John Dave Almanza,1.92,0.41,5.75,0.27,0.0,0.0,0.0,0.0,67.0,125.0,67.0,125.0,67.0,6,1,0,21.2,0,0,0,1,0,0
http://ufcstats.com/fighter-details/91186547a7f3f758,Ricardo Almeida,2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2,72.0,170.0,72.0,170.0,74.0,13,5,0,48.5,0,1,0,0,0,0
http://ufcstats.com/fighter-details/d615d6a10a4704cd,Magno Almeida,1.67,0.36,2.6,0.41,0.0,0.0,0.4,5.0,72.0,155.0,72.0,155.0,,10,3,0,40.0,0,0,0,0,0,1
http://ufcstats.com/fighter-details/2b074403b7c6cdb4,Thomas Almeida,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0,67.0,145.0,67.0,145.0,70.0,22,5,0,33.9,0,0,0,1,0,0
http://ufcstats.com/fighter-details/67a992d4cff22466,Ericka Almeida,1.07,0.39,3.33,0.43,0.5,0.33,0.37,0.0,66.0,115.0,66.0,115.0,,7,3,0,36.3,0,1,0,0,0,0
http://ufcstats.com/fighter-details/f16ddfa31236efed,Estefani Almeida,3.13,0.37,6.07,0.42,0.0,0.0,0.0,0.0,64.0,125.0,64.0,125.0,,7,3,0,36.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/41e83a89929d1327,Jailton Almeida,2.62,0.65,0.89,0.41,6.58,0.6,0.6,2.4,75.0,205.0,75.0,205.0,79.0,22,3,0,34.0,0,1,0,0,0,0
http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,Lucas Almeida,4.94,0.39,5.04,0.44,0.0,0.0,0.53,0.0,71.0,145.0,71.0,145.0,71.0,15,4,0,34.4,0,1,0,0,0,0
http://ufcstats.com/fighter-details/64d47ef881a437a4,Cesar Almeida,4.16,0.58,2.32,0.48,0.0,0.0,0.6,0.3,73.0,185.0,73.0,185.0,74.0,7,1,0,37.2,0,1,0,0,0,0
http://ufcstats.com/fighter-details/c6bf75775b278ed8,Mauricio Alonso,5.74,0.34,1.91,0.67,0.0,0.0,0.0,0.0,74.0,170.0,74.0,170.0,,13,7,0,45.3,0,0,0,0,0,1
http://ufcstats.com/fighter-details/49b130de1da2e1bf,Sarah Alpar,2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4,64.0,135.0,64.0,135.0,63.0,9,6,0,34.0,0,0,0,1,0,0
http://ufcstats.com/fighter-details/e87a13e02c01331d,Ali AlQaisi,2.43,0.42,1.97,0.56,3.5,0.29,0.6,1.0,66.0,135.0,66.0,135.0,68.0,8,5,0,34.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/c61b49cec6abd6b9,Rico Altamirano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,170.0,70.0,170.0,,4,3,0,,0,0,0,0,0,1
http://ufcstats.com/fighter-details/dc7927cd622676a7,Victor Altamirano,4.58,0.53,3.82,0.53,2.88,0.38,0.63,0.0,68.0,125.0,68.0,125.0,70.0,12,5,0,34.4,0,0,0,0,1,0
http://ufcstats.com/fighter-details/c11036da9162cb5f,Mike Altman,1.56,0.2,2.08,0.75,0.0,0.0,0.0,0.0,70.0,185.0,70.0,185.0,,1,4,0,,0,1,0,0,0,0
http://ufcstats.com/fighter-details/430c533614d45813,Patricia Alujas,5.83,0.31,9.25,0.44,0.0,0.0,0.0,0.0,64.0,115.0,64.0,115.0,64.0,9,3,0,29.1,0,1,0,0,0,0
http://ufcstats.com/fighter-details/e741536153227386,Sean Alvarez,0.89,0.37,3.25,0.47,0.0,0.0,0.0,0.0,72.0,235.0,72.0,235.0,,4,3,0,53.9,0,1,0,0,0,0
http://ufcstats.com/fighter-details/33a331684283900f,Eddie Alvarez,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,69.0,155.0,69.0,155.0,69.0,29,6,0,41.4,0,1,0,0,0,0
http://ufcstats.com/fighter-details/4438482bd1d5a029,Jaime Alvarez,2.73,0.4,4.53,0.56,1.0,0.33,0.5,0.0,68.0,125.0,68.0,125.0,69.0,6,1,0,37.3,0,1,0,0,0,0
http://ufcstats.com/fighter-details/58bbef3770bb2dfc,Joel Alvarez,4.51,0.53,3.32,0.5,0.0,0.0,0.4,1.2,75.0,155.0,75.0,155.0,77.0,22,3,0,32.3,0,1,0,0,0,0
http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,Thiago Alves,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,69.0,170.0,69.0,170.0,70.0,23,15,0,41.7,0,1,0,0,0,0
http://ufcstats.com/fighter-details/bd92cf5da5413d2a,Anthony Alves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,4,0,,0,0,0,0,0,1
http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,Amilcar Alves,0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0,72.0,170.0,72.0,170.0,,15,12,0,36.9,0,0,0,1,0,0
http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,Warlley Alves,3.04,0.48,3.95,0.5,1.22,0.5,0.62,0.8,71.0,185.0,71.0,185.0,72.0,15,8,0,34.5,0,1,0,0,0,0
http://ufcstats.com/fighter-details/029afd138865d20a,Rafael Alves,1.85,0.48,3.3,0.58,0.29,0.25,0.44,1.5,68.0,155.0,68.0,155.0,68.0,20,12,0,34.6,0,1,0,0,0,0
http://ufcstats.com/fighter-details/d156513a19acf856,Sam Alvey,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,74.0,185.0,74.0,185.0,75.0,33,18,1,39.1,0,0,0,1,0,0
http://ufcstats.com/fighter-details/86c1441676af2c73,Mahamed Aly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,205.0,,205.0,,4,0,0,31.4,0,0,0,0,0,1
http://ufcstats.com/fighter-details/20821819c401ced8,Andre Amado,2.27,0.24,5.91,0.63,0.0,0.0,0.2,0.0,72.0,154.0,72.0,154.0,,6,4,1,,0,1,0,0,0,0
http://ufcstats.com/fighter-details/1e327b281ef6a745,Adlan Amagov,3.29,0.47,0.82,0.78,5.84,0.56,1.0,0.0,74.0,170.0,74.0,170.0,76.0,14,2,1,38.6,0,1,0,0,0,0
http://ufcstats.com/fighter-details/247fbbfafea60bb1,Maiara Amanajas dos Santos,5.53,0.35,24.47,0.33,0.0,0.0,1.0,0.0,65.0,115.0,65.0,115.0,,7,3,0,37.9,0,0,0,1,0,0
http://ufcstats.com/fighter-details/ee0b69e307c857e5,Chris Amarante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,185.0,,185.0,,2,0,0,,0,0,0,0,0,1
http://ufcstats.com/fighter-details/c912f676692c353a,Jimmy Ambriz,0.83,0.29,3.76,0.4,3.13,0.57,1.0,0.8,74.0,315.0,74.0,315.0,,17,21,1,55.4,0,0,0,1,0,0
http://ufcstats.com/fighter-details/d562b12b8fe88336,JJ Ambrose,3.16,0.69,6.32,0.33,0.0,0.0,0.5,0.0,70.0,170.0,70.0,170.0,,28,7,0,,0,1,0,0,0,0
http://ufcstats.com/fighter-details/70fa1c64a2c439ef,Alen Amedovski,0.99,0.3,3.85,0.46,0.0,0.0,0.0,0.0,70.0,185.0,70.0,185.0,74.0,8,4,0,37.2,0,1,0,0,0,0
http://ufcstats.com/fighter-details/41cc71cbf210e0fe,Hyder Amil,6.84,0.57,4.18,0.51,0.77,0.2,0.81,1.2,69.0,145.0,69.0,145.0,70.0,11,1,0,35.1,0,0,0,0,1,0
http://ufcstats.com/fighter-details/6c40705cf6c0d7e2,Hamid Amiri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,145.0,,145.0,,9,0,0,22.0,0,0,0,0,0,1
http://ufcstats.com/fighter-details/87a1dc546b1c5caf,Makwan Amirkhani,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,70.0,145.0,70.0,145.0,72.0,17,9,0,36.6,0,0,0,1,0,0
